estimated_savings_usd,estimated_savings_usd_millions,net_excess_brand_fills,observed_brand_fills,expected_brand_fills,paid_equivalent_fills,n_drugs,n_specialties,n_cells_positive,n_cells_negative,n_cells,estimated_savings_usd_all_multisource,estimated_savings_usd_millions_all_multisource,n_drugs_all_multisource,share_of_multisource_fills
128309806.38069557,128.30980638069556,16430.9110772207,8006837.200000001,7990406.288922765,590951810.8000019,255,116,1528.0,5300.0,10228,565337959.9382715,565.3379599382715,409,0.5422247352949364
