generic_name_key,generic_name,example_brand_name,n_brand_products,is_single_brand_equivalent,brand_premium_per_fill,n_paid_prescriber_cells,paid_total_fills,observed_brand_fills,expected_brand_fills,net_excess_brand_fills,estimated_savings_usd,savings_rank,share_of_headline_savings
DILTIAZEM HCL,Diltiazem Hcl,Cardizem,14,False,2.7772132287474456,57269.0,5634078.8,5150914.6,5296778.21617813,-145863.6161781287,-405094.36444283876,,
NYSTATIN,Nystatin,Nyamyc,2,False,12.382997873260926,37583.0,1082967.8,210855.50000000003,257306.31432360222,-46450.81432360219,-575200.3349804041,,
TACROLIMUS,Tacrolimus,Astagraf Xl,4,False,396.1143904726414,5134.0,249040.90000000002,5692.299999999999,7240.426181999759,-1548.1261819997587,-613235.0589575719,,
ALBUTEROL SULFATE,Albuterol Sulfate,Proair Digihaler,5,False,21.22033562054319,108363.0,10331261.499999987,1737270.000000001,1769488.5715917863,-32218.57159178536,-683688.9023921838,,
KETOROLAC TROMETHAMINE,Ketorolac Tromethamine,Acular,2,False,2606.6646866511455,8757.0,890182.9000000003,83.0,365.74479368469576,-282.74479368469576,-737020.8690323605,,
PYRIDOSTIGMINE BROMIDE,Pyridostigmine Bromide,Mestinon,2,False,2182.176143510138,3906.0,178421.4,722.6000000000001,1092.8486318606642,-370.2486318606645,-807947.7316136096,,
PHENYTOIN SODIUM EXTENDED,Phenytoin Sodium Extended,Dilantin,2,False,90.16532579255558,14579.0,550063.7,76527.40000000001,90683.75373522694,-14156.353735226903,-1276412.2465713948,,
TESTOSTERONE,Testosterone,Androderm,6,False,440.37584944201114,7651.0,231376.6,5610.6,8799.87218591589,-3189.2721859158933,-1404478.4479744916,,
CARBAMAZEPINE,Carbamazepine,Carbatrol,5,False,207.2514242683217,19254.0,833354.3999999997,35193.90000000001,42056.21677861288,-6862.316778612898,-1422224.9261479243,,
METHYLPHENIDATE HCL,Methylphenidate Hcl,Aptensio Xr,10,False,114.28635919834896,11791.0,310965.80000000005,68038.3,80703.64977208892,-12665.349772088895,-1447476.713425679,,
BUPRENORPHINE,Buprenorphine,Butrans,2,False,494.12442065488517,4697.0,189078.30000000002,20321.399999999998,23421.228207419783,-3099.8282074197828,-1531700.8171209714,,
OXCARBAZEPINE,Oxcarbazepine,Oxtellar Xr,2,False,952.155342577451,18199.0,878130.2999999996,17413.500000000004,19092.120239898773,-1678.620239898768,-1598307.229578254,,
DIVALPROEX SODIUM,Divalproex Sodium,Depakote,3,False,393.2157513687192,36558.0,3027071.300000002,22768.399999999994,29826.362072447744,-7057.962072447752,-2775301.859449467,,
MOMETASONE FUROATE,Mometasone Furoate,Asmanex,3,False,168.24057707380985,12969.0,474214.5,16077.3,34026.46979998886,-17949.16979998885,-3019778.685145923,,
DEXTROAMPHETAMINE AMPHETAMINE,Dextroamphetamine/Amphetamine,Adderall,4,False,45.51561507720469,26354.0,1156582.2999999998,271557.99999999994,343087.2556687783,-71529.25566877842,-3255698.067779079,,
TOLVAPTAN,Tolvaptan,Jynarque,2,False,6392.187981542081,262.0,4074.7999999999993,3063.9,3641.486190137324,-577.5861901373236,-3692039.502900479,,
LEVETIRACETAM,Levetiracetam,Keppra,4,False,1114.80985077136,39644.0,3491671.200000002,33625.299999999996,39377.46831844393,-5752.168318443943,-6412573.90469624,,
ESTRADIOL,Estradiol,Alora,16,False,90.47529314849973,38743.0,3502707.9999999986,145367.3,246056.51311109646,-100689.21311109651,-9109886.07311822,,
MESALAMINE,Mesalamine,Apriso,7,False,229.2898188418522,9299.0,488487.00000000035,34998.600000000006,84866.8318378927,-49868.23183789272,-11434277.844073901,,
LAMOTRIGINE,Lamotrigine,Lamictal,4,False,1503.1222419163005,37721.0,3169339.200000003,38989.2,47804.394543391805,-8815.19454339181,-13250314.984991444,,
FLUTICASONE PROPIONATE,Fluticasone Propionate,Armonair Digihaler,4,False,261.78463396620197,101949.0,10604022.199999988,517389.4999999999,821197.1501985333,-303807.6501985339,-79532174.50335512,,
