score,dev_auroc,dev_average_precision,dev_base_rate,dev_lift_at_k
learned_weights,0.5468722830310974,0.0004361519139846,0.0002399221519675,3.726435970979323
equal_weights,0.5436503924655939,0.0003401202055872,0.0002399221519675,3.105363309149436
unadjusted,0.5765053124481255,0.0003371608932936,0.0002399221519675,2.4842906473195483
