dimension,dimension_value,n_prescribers,total_fills,observed_brand_fills,expected_brand_fills,avg_payment_usd,crude_brand_share,brand_oe_ratio,pct_vs_expected
payment_tier,"3: $1,000-9,999",66569,367300149.20000327,57794119.200000204,46947927.850550085,2436.2142866800036,0.15734847733081098,1.2310259865776596,23.10259865776596
payment_tier,1: $1-99,125409,399005422.3000067,49782060.90000094,47771839.79958283,40.91365053544843,0.12476537439777069,1.0420796249181858,4.207962491818584
payment_tier,0: none,284303,827014811.1000347,89788248.1999998,91578955.37832381,0.0,0.1085690933159589,0.9804463026366005,-1.9553697363399514
payment_tier,2: $100-999,181691,697269914.6000179,98389646.89999709,87127786.22098929,373.60042341117776,0.1411069728376813,1.1292568211298681,12.925682112986813
payment_tier,"4: $10,000+",13079,42963703.39999998,10645323.799999963,8035807.824928196,60428.357470754716,0.24777481822016226,1.3247359857184096,32.47359857184095
payment_profile,2: other payments,66129,255288727.79999486,39501133.499999896,33054114.962278478,2148.4283966187195,0.1547312090134545,1.1950443551454573,19.504435514545726
payment_profile,1: meals only,288198,1144726427.0000136,153208561.59999385,138887988.50604782,349.6081159827667,0.13383858185357683,1.103108794705616,10.310879470561595
payment_profile,0: none,284303,827014811.1000347,89788248.1999998,91578955.37832381,0.0,0.1085690933159589,0.9804463026366005,-1.9553697363399514
payment_profile,3: speaker / consulting fees,32421,106524034.6999997,23901455.700000376,17941258.2277219,24141.75471114419,0.2243761773323109,1.3322062141142972,33.22062141142972
