payment_group,n_prescribers,total_fills,observed_brand_fills,expected_brand_fills,observed_multisource_brand_fills,expected_multisource_brand_fills,multisource_fills,total_payment_usd,crude_brand_share,brand_oe_ratio,crude_multisource_brand_share,multisource_brand_oe_ratio,pct_more_brand_fills_peer_adjusted,pct_more_brand_fills_crude,pct_more_multisource_brand_fills_peer_adjusted,pct_of_cohort
not_industry_paid,351923,940372582.2000554,107294755.39999734,107257964.25443056,23415184.200000472,23410100.132858377,750669951.7000711,288069602.43999344,0.1140981324114907,1.0003430155123914,0.031192382413830745,1.0002171740878185,0.0,0.0,0.0,52.4435549608003
industry_paid,319128,1393181418.3999772,199104643.59999254,174204352.81994292,42911767.700001165,35820022.94176562,1089865091.6000326,737460008.300007,0.14291365142427584,1.1429372479905051,0.03937346744173844,1.1979826972686463,14.254533721622952,25.25503126454607,19.77225829592324,47.5564450391997
