feature,weight,standardized_weight
fills_per_beneficiary,0.309919481506739,0.18885745796132933
opioid_long_acting_share,0.19013261407823145,0.117853946255651
industry_payments,0.1338182401961126,0.06716249138962316
brand_fill_share,0.042959731646994646,0.03637831689878077
opioid_claim_share,0.03062701964225093,0.02520430203852859
cost_per_fill,0.015140610483766734,0.016088044281086893
multisource_brand_share,0.0,0.0
cost_per_beneficiary,0.0,0.0
total_fills,0.0,0.0
