score,dev_auroc,dev_average_precision,dev_base_rate,dev_lift_at_k
learned_weights,0.5468722830310974,0.0004361519139846307,0.0002399221519675852,3.726435970979323
equal_weights,0.5436503924655939,0.00034012020558723193,0.0002399221519675852,3.105363309149436
unadjusted,0.5765053124481255,0.00033716089329363614,0.0002399221519675852,2.4842906473195483
